"","ID","YEAR","Volume","Lote","Operacion","Unidad","EL.","Investigator","Fecha","Class","Category","Genus","Species","Name","CF","R_El","R_info","Side","Completeness..0.frag..1.complete.","R_portion","Fragmentation","NISP","MNE","Estimate.AGE","Fusion.wear","Proximal","Shaft","Distal","Taphonomy","Photographed","Bird.to.confirm.ID","Additional.analysis","Quality.of.heat.fire.exposure","X..Charred","X..Heat.exposed","Carnivore","Rodent","Worked","Butchery","Weathering","Other","Calcined","Measurements","Location.of.measurement","Portion","Comments","R_El.R_info.Portion.Comments","New_El"
"727",727,"2015/6",0.596,"75","17","J17","","MRD","16_VII_13","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"728",728,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","tibia","","R","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","two refitting fragments","tibia///two refitting fragments","Tibia"
"729",729,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","metatarsal","II","L","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","Boiled; Length 50.82 - in line with Perro comun, prox 6.07(widest shaft)x9.68, dist 6.87x6.5",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","metatarsal/II//","Metatarsal"
"730",730,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","Ph1","","","0.2","1-Proximal epiphysis",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal epiphysis","complete unfused epiphysis Right side of foot","Ph1//proximal epiphysis/complete unfused epiphysis Right side of foot","Phalanx1"
"731",731,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Mammal","General","small","","small mammal","#N/A","cranial","Frags","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","cranial/Frags//","Cranium"
"732",732,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,10,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"733",733,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Bird","Other bird","Columbidae","sp.","Pigeon","#N/A","carpometacarpus","","R","0.5","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft of metacarpal II and proximal shaft of III","","carpometacarpus//shaft of metacarpal II and proximal shaft of III/","Carpometacarpus"
"734",734,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Bird","General","","","Bird","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","shaft","","shaft//shaft/","Shaft frags"
"735",735,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Bird","Passeriformes","Passeriformes","","Passerine","#N/A","ulna","","R","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","ulna///","Ulna"
"736",736,"2015/6",0.5,"383","18","M21","","DHS","29_V_14","Reptile","Testudine","Trachemys","sp.","Slider turtle","#N/A","carapace","Neural scute","","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","thick so trachemys. 6.4mm thick","carapace/Neural scute//thick so trachemys. 6.4mm thick","Carapace"
"737",737,"2015/6",0.096,"214","17","H22","","AGMR","5_VIII_13","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","femur","","R","0.1","1-Proximal epiphysis",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","greater trochanter","two refitting fragments","femur//greater trochanter/two refitting fragments","Femur"
"738",738,"2015/6",0.096,"214","17","H22","","AGMR","5_VIII_13","Mammal","General","","","mammal","#N/A","cranial","Frags","","0","",NA,1,NA,NA,"young",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","cranial/Frags//","Cranium"
"739",739,"2015/6",0.096,"214","17","H22","","AGMR","5_VIII_13","Mammal","Human","","","Human","#N/A","rib","","","?","5-Shaft only",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","rib///","Ribs"
"740",740,"2015/6",0.096,"214","17","H22","","AGMR","5_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"741",741,"2015/6",0.096,"214","17","H22","","AGMR","5_VIII_13","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","rib//shaft/","Ribs"
"742",742,"2015/6",0.096,"214","17","H22","","AGMR","5_VIII_13","Bird","General","","","Bird","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","shaft//shaft/","Shaft frags"
"743",743,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","scapula","","","0.8","6- whole lenght/size but still broken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","missing spine, and small central portion of blade.","three refitting fragments","scapula//missing spine, and small central portion of blade./three refitting fragments","Scapula"
"744",744,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","metacarpal","IV","L","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","length 48.88, prox 6.81x8.81, distal 6.69x6.91; boiled; perro comun ",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","metacarpal/IV//","Metacarpal"
"745",745,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","metapodial","","","0.3","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"charred","","","5.35x5.82 distal",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","Very small","metapodial//4-Distal and shaft/Very small","Metapodial"
"746",746,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","various","8- pieces grouped together ",NA,7,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","two near complete ribs with head and neck, two angle fragments and one piece pf shaft","rib///two near complete ribs with head and neck, two angle fragments and one piece pf shaft","Ribs"
"747",747,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","femur","","L","0.1","2-Distal epiphysis",NA,1,NA,NA,"Y",NA,NA,NA,"partially charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","2-Distal epiphysis","distal condyles","femur//2-Distal epiphysis/distal condyles","Femur"
"748",748,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","General","","","mammal","#N/A","Tool","Needle","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"needle and polish","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","shaft","","Tool/Needle/shaft/","Tool"
"749",749,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","General","","","mammal","#N/A","rib","","","0","5-Shaft only",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","rib//shaft/","Ribs"
"750",750,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"751",751,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,24,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"752",752,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Bird","Galliformes","Odontophoridae","","Quail","#N/A","femur","","R","0.5","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","femur//proximal/","Femur"
"753",753,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Bird","General","","","Bird","#N/A","unknown","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"754",754,"2015/6",0.489,"511","18","J24","","DHS","16_VI_14","Fish","Marine fish","Marine fish","","Marine fish","#N/A","spine","Dorsal spine","","0.2","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","spine/Dorsal spine/proximal/","Spine"
"755",755,"2015/6",0.345,"494","18","L24","","DHS","13_VI_14","Mammal","Artiodactyla","Mazama","sp.","Brocket deer","#N/A","femur","","L","0.2","3-Proximal and shaft",NA,1,NA,NA,"N",NA,NA,NA,"Butchery, heat exposed, partially charred around distal break and caudal/lateral epiphyses attachment sites","198-9","","",NA,1,1,NA,NA,NA,1,NA,"",NA,"","","proximal","small cutmarks on neck below head on anterior","femur//proximal/small cutmarks on neck below head on anterior","Femur"
"756",756,"2015/6",0.345,"494","18","L24","","DHS","13_VI_14","Mammal","Leporidae","Sylvilagus","cunicularius","Mexican cottontail","#N/A","Pelvis Acetabulum","","L","0.9","",NA,1,NA,NA,"Y",NA,NA,NA,"partially heat exposed at ends","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","Pelvis Acetabulum///","Pelvis Acetabulum"
"757",757,"2015/6",0.345,"494","18","L24","","DHS","13_VI_14","Mammal","General","","","mammal","#N/A","Tool","Chisel?","","0","",NA,1,NA,NA,"",NA,NA,NA,"chisel?","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","fragment of a bevel, such as from a chisel","Tool/Chisel?//fragment of a bevel, such as from a chisel","Tool"
"758",758,"2015/6",0.345,"494","18","L24","","DHS","13_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,5,NA,NA,"",NA,NA,NA,"one charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"759",759,"2015/6",0.345,"494","18","L24","","DHS","13_VI_14","Bird","General","large","","large bird","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"charred","","","",NA,2,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","two refitting fragments","shaft//shaft/two refitting fragments","Shaft frags"
"760",760,"2015/6",0.345,"494","18","L24","","DHS","13_VI_14","Bird","Galliformes","Galliformes","cf. Gallus gallus","chicken?","cf. Gallus gallus","scapula","","R","0.2","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","scapula//proximal/","Scapula"
"761",761,"2015/6",0.002,"575","18","I23","EL.32","DMC","25_VI_14","Reptile","Testudine","Trachemys","sp.","Slider turtle","#N/A","carapace","Anterior","","0.4","",NA,9,NA,NA,"",NA,NA,NA,"red pigment on exterior","","","",NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,"","","Anterior","anterior half of carapace, 9 refitting ragments","carapace/Anterior/Anterior/anterior half of carapace, 9 refitting ragments","Carapace"
"762",762,"2015/6",0.001,"593","18","I21","EL.33","DHS","26_VI_14","Reptile","Testudine","Trachemys","sp.","Slider turtle","#N/A","plastron","Complete","","1","7- whole and unbroken",NA,11,NA,NA,"",NA,NA,NA,"red pigment on exterior","","","",NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,"","","","Complete plastron. size and colouration - could be from same animal as slider turtle carapace in 575","plastron/Complete//Complete plastron. size and colouration - could be from same animal as slider turtle carapace in 575","Plastron"
"763",763,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","Carnivora","Canis","familiaris ","Tlachichi","#N/A","radius","","R","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"heat exposed","PHOTO","","86.57 length; prox 14.94x9.37; Distal; 19.16x10.1; Tlachichi, matches size of radius in Valadez et a2011 No evidence for cut marks but darker colour of bone and smooth almost shiney surface indicates cooking through heat exposure. ",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","Tlachichi - short and squat; ","radius///Tlachichi - short and squat; ","Radius"
"764",764,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","sacrum","","","0","",NA,1,NA,NA,"N",NA,NA,NA,"Charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal L","Fragment of proximal sacrum with articulation. ","sacrum//proximal L/Fragment of proximal sacrum with articulation. ","Sacrum"
"765",765,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","Leporidae","Sylvilagus","floridanus","Eastern cottontail","#N/A","metatarsal","IV","R","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","metatarsal/IV//","Metatarsal"
"766",766,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","Thoracic","","","0.2","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","spinous process","","Thoracic//spinous process/","Thoracic"
"767",767,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","General","small","","small mammal","#N/A","scapula","","","0.3","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"heat exposed?","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","vertebral (proximal) border","looks kind of like tuza, but two strange ridges on the ventral surface. ","scapula//vertebral (proximal) border/looks kind of like tuza, but two strange ridges on the ventral surface. ","Scapula"
"768",768,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Fish","Marine fish","Marine fish","","Marine fish","#N/A","rib","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","articulation","two individual ribs, thick from a marine fish.","rib//articulation/two individual ribs, thick from a marine fish.","Ribs"
"769",769,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Fish","Fish","","","ND fish","#N/A","cranial","Frags","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Probably marine","cranial/Frags//Probably marine","Cranium"
"770",770,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","Leporidae","Sylvilagus","sp.","Cottontail","#N/A","Cervical","3","","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Y","Cervical/3//Y","Cervical"
"771",771,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","General","small","","small mammal","#N/A","Thoracic","","","0.9","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Y","Thoracic///Y","Thoracic"
"772",772,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","General","small","","small mammal","#N/A","rib","","","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","smaller than leporidae","rib///smaller than leporidae","Ribs"
"773",773,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","General","small","","small mammal","#N/A","shaft","","","1","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","very young, could be a puppy","shaft///very young, could be a puppy","Shaft frags"
"774",774,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"775",775,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Bird","Galliformes","Odontophoridae","","Quail","#N/A","tibiotarsus","","R","0.4","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","","tibiotarsus//4-Distal and shaft/","Tibiotarsus"
"776",776,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Bird","Galliformes","Odontophoridae","","Quail","#N/A","sternum","","","0.3","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","coracoid facet and central fragment ","two sternum fragments overlap, therefore 2 individuals","sternum//coracoid facet and central fragment /two sternum fragments overlap, therefore 2 individuals","Sternum"
"777",777,"2015/6",0.1328,"422","18","J21","EL.22","LH","3_VI_14","Bird","Galliformes","Odontophoridae","","Quail","#N/A","sternum","","","0.3","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","keel and central fragment","two sternum fragments overlap, therefore 2 individuals","sternum//keel and central fragment/two sternum fragments overlap, therefore 2 individuals","Sternum"
"778",778,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Reptile","Testudine","Kinosternon","sp.","Mud turtle","#N/A","carapace","Costal scute","","1","6- whole lenght/size but still broken",NA,2,NA,NA,"see notes",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","two near complete adjacent scutes of a ""small"" kinosternon smaller than example in lab","carapace/Costal scute//two near complete adjacent scutes of a ""small"" kinosternon smaller than example in lab","Carapace"
"779",779,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","femur","","R","0.2","4-Distal and shaft",NA,1,NA,NA,"Y",NA,NA,NA,"heat exposed, a little charred on condyles","","","",NA,1,1,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","condyles width: 45.87, medial condyle depth 59.8","femur//4-Distal and shaft/condyles width: 45.87, medial condyle depth 59.8","Femur"
"780",780,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","Shaft ","","rib//Shaft /","Ribs"
"781",781,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","13","L","0.9","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"lightly heat exposed?","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","rib/13//","Ribs"
"782",782,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","shaft","","","0.1","",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","articular fragment and shaft","possibly radius or metatarsal or carpal proximal ends, sawn longitudinally","shaft//articular fragment and shaft/possibly radius or metatarsal or carpal proximal ends, sawn longitudinally","Shaft frags"
"783",783,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Mammal","General","large","","large mammal","#N/A","shaft","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","four non-refitting shaft fragments of longbone. Could be up to 4 elements represented. Certainly at least 2","shaft///four non-refitting shaft fragments of longbone. Could be up to 4 elements represented. Certainly at least 2","Shaft frags"
"784",784,"2015/6",0.11,"475","18","N25","","DHS","12_VI_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,6,NA,NA,"",NA,NA,NA,"two heat exposed","","","",NA,NA,2,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"785",785,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","tibia","","R","0.1","1-Proximal epiphysis",NA,1,NA,NA,"N ",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal epiphysis","isolated epiphysis, width 48.3","tibia//proximal epiphysis/isolated epiphysis, width 48.3","Tibia"
"786",786,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Ph2","","LL/RM","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","28.6x17x13.5","Ph2///28.6x17x13.5","Phalanx2"
"787",787,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Ph3","","LL/RM","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","30x17.5x9.9","Ph3///30x17.5x9.9","Phalanx3"
"788",788,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","radius","","L","1","1-Proximal epiphysis",NA,1,NA,NA,"Distal No",NA,NA,NA,"Boiled","","","Common dog through comparason to sizes in Valadez et al. 2011. Light colour of bone and the smooth shiney surface indicate cooking through heat exposure through water. Distal unfused indicates it is likely between 6-12 months old.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"","","missing distal epiphysis","108.7x13.4 (proximal width), 17.2 (unfused distal width)","radius//missing distal epiphysis/108.7x13.4 (proximal width), 17.2 (unfused distal width)","Radius"
"789",789,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","scapula","","R","0.2","1-Proximal epiphysis",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","head and neck","","scapula//head and neck/","Scapula"
"790",790,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Rodentia","Sciurus","aureogaster","Red-bellied squirrel","#N/A","humerus","","L","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","humerus///","Humerus"
"791",791,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Rodentia","Sciurus","aureogaster","Red-bellied squirrel","#N/A","ulna","","L","1","1-Proximal epiphysis",NA,1,NA,NA,"N (distal unfused)",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","ulna///","Ulna"
"792",792,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","Rodentia","Sciurus","aureogaster","Red-bellied squirrel","#N/A","tibia","","L","1","7- whole and unbroken",NA,1,NA,NA,"Y",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","tibia///","Tibia"
"793",793,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","General","small","","small mammal","#N/A","rib","","","0.8","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","costal","could be lepus","rib//costal/could be lepus","Ribs"
"794",794,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,3,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"795",795,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Bird","General","","","Bird","#N/A","coracoid","","R","0.6","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","not gallinule nor anatidae","coracoid//shaft/not gallinule nor anatidae","Coracoid"
"796",796,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Bird","Rallidae","Gallinula","galeata","Gallinule","#N/A","tarsometatarsus","","R","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","237-9","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","gallinule based on size. Small gallinule","tarsometatarsus///gallinule based on size. Small gallinule","Tarsometatarsus"
"797",797,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Bird","Rallidae","Gallinula","galeata","Gallinule","#N/A","coracoid","","L","0.9","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","237-8","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","missing very proximal","gallinule based on size.","coracoid//missing very proximal/gallinule based on size.","Coracoid"
"798",798,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","scapula","","R","0.9","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","","scapula//proximal/","Scapula"
"799",799,"2015/6",0.504,"680","18","I23","","DHS","10_VII_14","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","ulna","","L","0.7","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"proximal charred","","","",NA,2,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","two refittin fragments","ulna//proximal/two refittin fragments","Ulna"
"800",800,"2015/6",0.3,"646","18","I23","","DHS","3_VII_14","Bird","Bird of prey","Accipiter","cooperii","Cooper’s Hawk","#N/A","humerus","","L","0.5","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","Last year","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","Distal width, 13.86","humerus//4-Distal and shaft/Distal width, 13.86","Humerus"
