ID,YEAR,Volume,Lote,Operacion,Unidad,EL.,Investigator,Fecha,Class,Category,Genus,Species,Name,CF,R_El,R_info,Side,"Completeness (0=frag, 1=complete)",R_portion,Fragmentation,NISP,MNE,Estimate AGE,Fusion/wear,Proximal,Shaft,Distal,Taphonomy,Photographed,Bird to confirm ID,Additional analysis,Quality of heat/fire exposure,# Charred,# Heat exposed,Carnivore,Rodent,Worked,Butchery,Weathering,Other,Calcined,Measurements,Location of measurement,Portion,Comments,R_El/R_info/Portion/Comments
423,2016,0.6,532,18,K23,,GMB,18_VI_14,Mammal,Leporidae,Sylvilagus,sp.,Cottontail,#N/A,Cranium/Tth,Premaxilla,R,0.5,,,1,,,N,,,,,,,,,,,,,,,,,,,,"Anterior, I1 present I2 missing",,"Cranium/Tth/Premaxilla/Anterior, I1 present I2 missing/"
424,2016,0.6,532,18,K23,,GMB,18_VI_14,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,mandible,,R,0.3,Posterior,,1,,,,,,,,,,,,,,,,,,,,,,,"posterior, mandibula fossa",,"mandible//posterior, mandibula fossa/"
425,2016,0.6,532,18,K23,,GMB,18_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
426,2016,0.6,532,18,K23,,GMB,18_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
427,2016,0.086,574,18,I23,,DHS,24_VI_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,ulna,,R,0.5,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,,ulna//proximal/
428,2016,0.086,574,18,I23,,DHS,24_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Low,M2,L,1,,,1,,,see notes,,,,,,,"Altura* (cant be striaght, highly variable) 4.7; ancho:5.88, longitude anteroposterior 7.37 Perro comun",,,,,,,,,,,,,,"not very worn, labial scratches from measuring","Tth Low/M2//not very worn, labial scratches from measuring"
429,2016,0.086,574,18,I23,,DHS,24_VI_14,Mammal,General,,,mammal,#N/A,Tool,Spatula,,?,,,1,,,,,,,spatular and polish,,,,,,,,,1,,,,,,,shaft and spatular bevel,"narrow spatular, light polish","Tool/Spatula/shaft and spatular bevel/narrow spatular, light polish"
430,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,Charadriiformes,Charadriidae,,Charadriidae,#N/A,humerus,,L,0.7,4-Distal and shaft,,1,,,,,,,,231-2,,,,,,,,,,,,,,,4-Distal and shaft,probably a type of plover,humerus//4-Distal and shaft/probably a type of plover
431,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,Charadriiformes,Charadriidae,,Charadriidae,#N/A,tarsometatarsus,,L,0.9,3-Proximal and shaft,,1,,,,,,,,231-2,,,,,,,,,,,,,,,missing distal articulations,probably a type of plover,tarsometatarsus//missing distal articulations/probably a type of plover
432,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,scapula,,R,0.3,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,small duck matches the unknown small duck in the comparative collection,scapula//proximal/small duck matches the unknown small duck in the comparative collection
433,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,Rallidae,Rallidae,,Rallidae,#N/A,tibiotarsus,,R,0.2,4-Distal and shaft,,1,,,,,,,,,CHECK,,,,,,,,,,,,,,4-Distal and shaft,looks very similar to fulica americana but may also be gallinule.,tibiotarsus//4-Distal and shaft/looks very similar to fulica americana but may also be gallinule.
434,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,General,small,,small bird,#N/A,Ph,Posterior,,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,possibly belongs to the charadriidae specimen.,Ph/Posterior//possibly belongs to the charadriidae specimen.
435,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,General,,,Bird,#N/A,fibula,,R,0.4,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,,fibula//proximal/
436,2016,0.086,574,18,I23,,DHS,24_VI_14,Bird,General,,,Bird,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,possibly part of pelvis?,unknown///possibly part of pelvis?
437,2016,0.28,537,18,M26,,AH,19_VI_14,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,Ph1,Posterior,,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,Large guajolote,Ph1/Posterior//Large guajolote
438,2016,0.28,537,18,M26,,AH,19_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,12,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
439,2016,0.28,537,18,M26,,AH,19_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
440,2016,0.46,561,18,N26,,AH,23_VI_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,ulna,,L,0.5,4-Distal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,4-Distal and shaft,,ulna//4-Distal and shaft/
441,2016,0.46,561,18,N26,,AH,23_VI_14,Mammal,Leporidae,Sylvilagus,sp.,Cottontail,#N/A,mandible,,R,0.3,Anterior,,1,,,,,,,heat exposure,,,,,,1,,,,,,,,,,"anterior, inscisor present, socket for pm3, pm4 present",,"mandible//anterior, inscisor present, socket for pm3, pm4 present/"
442,2016,0.46,561,18,N26,,AH,23_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,3,,,,,,,one heat exposure,,,,,,1,,,,,,,,,,,,unknown///
443,2016,0.46,561,18,N26,,AH,23_VI_14,Unknown,NID,,,NID,#N/A,shaft,,,0,sliver,,1,,,,,,,heat exposure,,,,,,1,,,,,,,,,,shaft fragment,possibly identifyable. Mammal or bird,shaft//shaft fragment/possibly identifyable. Mammal or bird
444,2016,0.001,544,18,I22,,DHS,19_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0.4,3-Proximal and shaft,,1,,,N,,,,,,,,,,,,,,,,,,,,dorsal,,rib//dorsal/
445,2016,0.12,545,18,K24,,GMB,19_VI_14,Mammal,General,,,mammal,#N/A,cranial,Vault fragment,,0,,,1,,,N,,,,,,,,,,,,,,,,,,,,vault fragment,,cranial/Vault fragment/vault fragment/
446,2016,0.12,545,18,K24,,GMB,19_VI_14,Mammal,General,large,,large mammal,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
447,2016,0.6,531,18,K23,,GMB,18_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,two show possible indications of digestion,unknown///two show possible indications of digestion
448,2016,0.52,565,18,I20,,GMB,23_VI_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,Mand/Tth,,L,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,all teeth included,all teeth present,Mand/Tth//all teeth included/all teeth present
449,2016,0.52,565,18,I20,,GMB,23_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,tooth,C?,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,very long and curved tooth such as a canine,tooth/C?//very long and curved tooth such as a canine
450,2016,0.52,565,18,I20,,GMB,23_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
451,2016,0.52,565,18,I20,,GMB,23_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
452,2016,0.52,565,18,I20,,GMB,23_VI_14,Mammal,Human,,,Human,#N/A,femur,,,0,5-Shaft only,,1,,,,,,,"spatula, polished annd heat exposed",163-4,,,,,1,,,1,,,,,,,shaft,"shaft of thick longbone, could be human, shaped at one end into a type of chisel. Heat exposed and polished","femur//shaft/shaft of thick longbone, could be human, shaped at one end into a type of chisel. Heat exposed and polished"
453,2016,0.4,521,18,I21,,DHS,17_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metatarsal,IV,R,0.7,3-Proximal and shaft,,1,,,,,,,rodent gnawed,,,,,,,,,1,,,,,,,proximal,"heavily rodent gnawwed, best matches this metatarsal","metatarsal/IV/proximal/heavily rodent gnawwed, best matches this metatarsal"
454,2016,0.4,521,18,I21,,DHS,17_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
455,2016,0.15,541,18,L23,,DMC,19_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
456,2016,0.15,541,18,L23,,DMC,19_VI_14,Bird,Bird of prey,cf. Accipiter,,cf. raptor,cf. Accipiter,carpometacarpus,,L,1,7- whole and unbroken,,1,,,,,,,,223-4,CHECK,,,,,,,,,,,,,,,"looks very similar to accipiter but the shape of the process of metacarpal 1 doesnt quite match. Also very small. Should be identifyiable. Length 25, prox:7.57, dist:5.89","carpometacarpus///looks very similar to accipiter but the shape of the process of metacarpal 1 doesnt quite match. Also very small. Should be identifyiable. Length 25, prox:7.57, dist:5.89"
457,2016,0.2,558,18,J25,,AH,21_VI_14,Mammal,General,,,mammal,#N/A,unknown,Epiphysis,,1,,,1,,,N,,,,,,,,,,,,,,,,,,,,,could be cervical vertebra or humerus?,unknown/Epiphysis//could be cervical vertebra or humerus?
458,2016,0.2,558,18,J25,,AH,21_VI_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,?,4-Distal and shaft,,1,,,,,,,needle and polish,,,,,,,,,1,,,,,,,point and shaft,"Needle fragment including point, length 40mm","Tool/Needle/point and shaft/Needle fragment including point, length 40mm"
459,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,?,4-Distal and shaft,,1,,,,,,,needle and polish,197,,,,,,,,1,,,,,,,point and shaft,"Needle fragment including point, slighty curved, length 57.12","Tool/Needle/point and shaft/Needle fragment including point, slighty curved, length 57.12"
460,2016,0.102,530,18,I21,,DHS,18_VI_14,Bird,Anseriformes,cf. Anatidae,,Waterfowl,cf. Anatidae,tibiotarsus,,L,0.4,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,5-Shaft only,"distal, missing condyles; curve is similar to anatidae, but could be others","tibiotarsus//5-Shaft only/distal, missing condyles; curve is similar to anatidae, but could be others"
461,2016,0.36,553,18,K24,,AH,19_VI_14,Shell,Shell,,,Shell,#N/A,shell,,,0,,,1,,,,,,,debitage,172-3,,,,,,,,,,,1,,,,,"debitage of shell working, shell is irredescent. Irredescent shells found at Templo Mayor Include Pinctada mazatlanica (mother of pearl) 10-30mm thick, Isognomon bicolor 1-5mm (unlikely) Striostrea prismatica 0.1-5mm thick (could be larger in wild?), Nephroniaia aztecorum (14mm width). This example measures 21.46 x 5.88 x 4.45. The deep grooves and lines of the shell follow the longest axis and appear more natural to me than human made grooves however the shape of the piece and abrasion at one end indicate that this is the result of shellworking. Seems more likely this is part of a large bivalve","other///debitage of shell working, shell is irredescent. Irredescent shells found at Templo Mayor Include Pinctada mazatlanica (mother of pearl) 10-30mm thick, Isognomon bicolor 1-5mm (unlikely) Striostrea prismatica 0.1-5mm thick (could be larger in wild?), Nephroniaia aztecorum (14mm width). This example measures 21.46 x 5.88 x 4.45. The deep grooves and lines of the shell follow the longest axis and appear more natural to me than human made grooves however the shape of the piece and abrasion at one end indicate that this is the result of shellworking. Seems more likely this is part of a large bivalve"
462,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,cranial,Premaxilla,R,0.9,,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",211,,,,,,,,,,,1,,,,Nasal cavity,Almost complete left upper beak of fulica. Length 29.3 mm matches fulica americana over gallinula,cranial/Premaxilla/Nasal cavity/Almost complete left upper beak of fulica. Length 29.3 mm matches fulica americana over gallinula
463,2016,0.456,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ulna,,R,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",212-3,,,,,,,,,,,1,,,,,length 60.1mm,ulna///length 60.1mm
464,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,radius,,R,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",212-3,,,,,,,,,,,1,,,,,length 56mm,radius///length 56mm
465,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,carpometacarpus,,R,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",212-3,,,,,,,,,,,1,,,,,38.7mm,carpometacarpus///38.7mm
466,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,tarsometatarsus,,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",,,,,,,,,,,,1,,,,,54.26mm x prox8.23 dist 8.4,tarsometatarsus///54.26mm x prox8.23 dist 8.4
467,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,tibiotarsus,,L,0.6,5-Shaft only,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",214-6,,,,,,,,,,,1,,,,shaft and partial tendinal groove,identified by the presence of a fragmented bridge over peroneous profundus,tibiotarsus//shaft and partial tendinal groove/identified by the presence of a fragmented bridge over peroneous profundus
468,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ph1,II,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,ph1/II//
469,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ph2,II,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,ph2/II//
470,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ph1,III,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,ph1/III//
471,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ph1,I,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,ph1/I//
472,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ph3,III,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,ph3/III//
473,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,ph2,III,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,ph2/III//
474,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,Ph1,IV,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,Ph1/IV//
475,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Fulica,americana,American Coot,#N/A,Ph2,IV,L,1,7- whole and unbroken,,1,,,,,,,"All fulica in same taphonomic process, yellow bones bovered in dark concretions",on phone,,,,,,,,,,,1,,,,,,Ph2/IV//
476,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,coracoid,,L,0.9,6- whole lenght/size but still broken,,1,,,,,,,,,,,,,,,,,,,,,,,,much larger than other L coracoid in bag. ,coracoid///much larger than other L coracoid in bag. 
477,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,coracoid,,L,0.7,3-Proximal and shaft,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,proximal,"Same size as duck specimen in lab, same size as R coracoid in this context","coracoid//proximal/Same size as duck specimen in lab, same size as R coracoid in this context"
478,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,coracoid,,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,"Same size as duck specimen in lab, same size as smaller L coracoid in this context","coracoid///Same size as duck specimen in lab, same size as smaller L coracoid in this context"
479,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,carpometacarpus,,L,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About the same size as duck specimen in lab,carpometacarpus///About the same size as duck specimen in lab
480,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,humerus,,L,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About 1cm smaller than duck specimen in lab,humerus///About 1cm smaller than duck specimen in lab
481,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,humerus,,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About 1cm smaller than duck specimen in lab,humerus///About 1cm smaller than duck specimen in lab
482,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,ulna,,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About 1cm smaller than duck specimen in lab,ulna///About 1cm smaller than duck specimen in lab
483,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,radius,,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About 1cm smaller than duck specimen in lab,radius///About 1cm smaller than duck specimen in lab
484,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,radius,,L,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About 1cm smaller than duck specimen in lab,radius///About 1cm smaller than duck specimen in lab
485,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,scapula,,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,About the same size as duck specimen in lab,scapula///About the same size as duck specimen in lab
486,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Anseriformes,cf. Anatidae,,Waterfowl,cf. Anatidae,tibiotarsus,,R,0.5,5-Shaft only,,1,,,,,,,charred,,,,,1,,,,,,,,,,,shaft,"size and shape similar to anatidae, and due to the large number of anatidae in this sample it is likely","tibiotarsus//shaft/size and shape similar to anatidae, and due to the large number of anatidae in this sample it is likely"
487,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,Rallidae,Gallinula,galeata,Gallinule,#N/A,Pelvis Acetabulum,,,0.9,,,1,,,,,,,,,,,,,,,,,,,,,,,missing fragments of ischium,"Two refitting fragments. looks very similar to fulica americana in shape but is substantially smaller. Matches the size and shape of european gallinula, which was only recently distinguished as a seperate species to the American gallinula. Other bones of fulica however are clearly distinguishable as fulica and not gallinula based on their sie. ","Pelvis Acetabulum//missing fragments of ischium/Two refitting fragments. looks very similar to fulica americana in shape but is substantially smaller. Matches the size and shape of european gallinula, which was only recently distinguished as a seperate species to the American gallinula. Other bones of fulica however are clearly distinguishable as fulica and not gallinula based on their sie. "
488,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,General,,,Bird,#N/A,Vert ND,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Vert ND///
489,2016,0.495,686,18,I22,,DHS,10_VII_14,Bird,General,,,Bird,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,rib or part of pelvis,unknown///rib or part of pelvis
490,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Leporidae,Leporidae,cf. Sylvilagus cuniculaus,cf. Mexican cottontail,cf. Sylvilagus cuniculaus,femur,,R,0.4,3-Proximal and shaft,,1,,,Y,,,,charred,,,,,1,,,,,,,,,,,proximal,"size of cunicularis, but less robust. Could also be a small lepus. ","femur//proximal/size of cunicularis, but less robust. Could also be a small lepus. "
491,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Leporidae,Leporidae,cf. Sylvilagus cuniculaus,cf. Mexican cottontail,cf. Sylvilagus cuniculaus,Pelvis Acetabulum,,L,0.2,,,1,,,,,,,charred,,,,,1,,,,,,,,,,,acetabulum ,size of cunicularis,Pelvis Acetabulum//acetabulum /size of cunicularis
492,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Leporidae,Sylvilagus,cunicularius,Mexican cottontail,#N/A,scapula,,R,0.7,4-Distal and shaft,,1,,,,,,,possibly heat exposed on blade,,,,,,,,,,,,,,,,head/neck(distal) and most of blade,two refitting fragments,scapula//head/neck(distal) and most of blade/two refitting fragments
493,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Rodentia,Sciurus,aureogaster,Red-bellied squirrel,#N/A,tibia,,L,0.9,6- whole lenght/size but still broken,,1,,,N,,,,,,,,,,,,,,,,,,,,missing crest,,tibia//missing crest/
494,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Rodentia,Sciurus,aureogaster,Red-bellied squirrel,#N/A,tibia,,R,1,7- whole and unbroken,,1,,,N,,,,,,,,,,,,,,,,,,,,,squished at proximal,tibia///squished at proximal
495,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Rodentia,Sciurus,aureogaster,Red-bellied squirrel,#N/A,femur,,L,0.6,3-Proximal and shaft,,1,,,N,,,,,,,,,,,,,,,,,,,,proximal,Head in process of fusing but rest unfused,femur//proximal/Head in process of fusing but rest unfused
496,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,General,small,,small mammal,#N/A,Cervical,7,,1,,,1,,,N,,,,,,,,,,,,,,,,,,,,,"appears unfused. looks like large leporidae, but missing ventral holes, likely sed. ","Cervical/7//appears unfused. looks like large leporidae, but missing ventral holes, likely sed. "
497,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,tibia,,R,0.9,6- whole lenght/size but still broken,,1,,,N,,,,,,,,,,,,,,,,,,,,missing fibula,,tibia//missing fibula/
498,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,Tth Low,I,R,1,,,1,,,,,,,partially charred,,,,,1,,,,,,,,,,,,charred on the distal exterior,Tth Low/I//charred on the distal exterior
499,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Thoracic,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,concave,,Thoracic//concave/
500,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,one charred,,,,,1,,,,,,,,,,,shaft,"one long and thin, one short and wide. - from different parts of the ribcage","rib//shaft/one long and thin, one short and wide. - from different parts of the ribcage"
501,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Carnivora,Nasua,narica,Coati,#N/A,Mand/Tth,,R,0.8,6- whole lenght/size but still broken,,1,,,,,,,possible heat exposure,206-7,,,,,,,,,,,,,,,"missing coranoid process and all dentition except pm2,3",about 7cm long from mandibular condyle to incisor sockets,"Mand/Tth//missing coranoid process and all dentition except pm2,3/about 7cm long from mandibular condyle to incisor sockets"
502,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,General,medium-large,,medium-large mammal,#N/A,other,Ossified costal cartilage,,?,,,1,,,,,,,,,,,,,,,,,,,,,,,,,other/Ossified costal cartilage//
503,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,///
504,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,?,4-Distal and shaft,,1,,,,,,,charred,,,,,1,,,,,,,,,,,point,30mm,Tool/Needle/point/30mm
505,2016,0.495,686,18,I22,,DHS,10_VII_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
506,2016,0.42,645,18,L11,,AH,3_VII_14,Bird,Passeriformes,Corvus,corax,Raven,#N/A,tibiotarsus,,R,0.4,4-Distal and shaft,,1,,,,,,,,229-30,,,,,,,,,,,,,,,4-Distal and shaft,12.7 width,tibiotarsus//4-Distal and shaft/12.7 width
507,2016,0.42,645,18,L11,,AH,3_VII_14,Bird,Passeriformes,Corvus,corax,Raven,#N/A,tarsometatarsus,,R,0.3,4-Distal and shaft,,1,,,,,,,,229-30,,,,,,,,,,,,,,,4-Distal and shaft,width 10.00,tarsometatarsus//4-Distal and shaft/width 10.00
508,2016,0.42,645,18,L11,,AH,3_VII_14,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,coracoid,,L,0.7,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,"proximal, missing very proximal tuberosity",,"coracoid//proximal, missing very proximal tuberosity/"
509,2016,0.42,645,18,L11,,AH,3_VII_14,Bird,General,medium-large,,medium-large bird,#N/A,coracoid,,R,0.7,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,,coracoid//shaft/
510,2016,0.42,645,18,L11,,AH,3_VII_14,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,Ph1,,,1,7- whole and unbroken,,1,,,,,,,,227-8,,,,,,,,,,,,,,,,"matches size for mazama over odocoileus, weird bone on palmer surface, length, proximal, distal:34, 9.34x8.21 (wxd), 10.56x12.66","Ph1///matches size for mazama over odocoileus, weird bone on palmer surface, length, proximal, distal:34, 9.34x8.21 (wxd), 10.56x12.66"
511,2016,0.42,645,18,L11,,AH,3_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,proximal shaft (no head),,rib//proximal shaft (no head)/
512,2016,0.42,645,18,L11,,AH,3_VII_14,Mammal,Artiodactyla,Cervidae,,Cervid,#N/A,Thoracic,,,0.9,,,1,,,Y,,,,,,,,,,,,,,,,,,,,missing top of spinous process,"four refitting fragments, small - body length 23.6mm yet fully fused, could be Mazama","Thoracic//missing top of spinous process/four refitting fragments, small - body length 23.6mm yet fully fused, could be Mazama"
