ID,YEAR,Volume,Lote,Operacion,Unidad,EL.,Investigator,Fecha,Class,Category,Genus,Species,Name,CF,R_El,R_info,Side,"Completeness (0=frag, 1=complete)",R_portion,Fragmentation,NISP,MNE,Estimate AGE,Fusion/wear,Proximal,Shaft,Distal,Taphonomy,Photographed,Bird to confirm ID,Additional analysis,Quality of heat/fire exposure,# Charred,# Heat exposed,Carnivore,Rodent,Worked,Butchery,Weathering,Other,Calcined,Measurements,Location of measurement,Portion,Comments,R_El/R_info/Portion/Comments
332,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,humerus,,R,0.2,4-Distal and shaft,,1,,,,,,,heat exposure?,,,,,,,,,,,,,,,,4-Distal and shaft,,humerus//4-Distal and shaft/
333,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,General,large,,large mammal,#N/A,other,Ossified costal cartilage,,0,,,1,,,see notes,,,,,,,,,,,,,,,,,,,,,"very straight and not too porous so probably venado, check to see at what age this occurs","other/Ossified costal cartilage//very straight and not too porous so probably venado, check to see at what age this occurs"
334,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,vertebra,,,1,,,1,,,N,,,,,,,,,,,,,,,,,,,,,,vertebra///
335,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,ischcium,,L,0.3,,,1,,,N,,,,,,,,,,,,,,,,,,,,ischcium,whole ischium,ischcium//ischcium/whole ischium
336,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,Other bird,Podiceps,nigricollis,Black-necked grebe,#N/A,tarsometatarsus,,R,0.2,3-Proximal and shaft,,1,,,,,,,,240-2,CHECK,,,,,,,,,,,,,,proximal,,tarsometatarsus//proximal/
337,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,Other bird,Podiceps,nigricollis,Black-necked grebe,#N/A,tibiotarsus,,R,0.4,4-Distal and shaft,,1,,,,,,,,240-1,CHECK,,,,,,,,,,,,,,4-Distal and shaft,"Shaft is flat, short bridge, slightly displaced, slightly flaring proximally as shaft flattens. Identified as podiceps through similarites to other podiceps, and also that it appears to articulate with the podiceps tarsometatarsus.","tibiotarsus//4-Distal and shaft/Shaft is flat, short bridge, slightly displaced, slightly flaring proximally as shaft flattens. Identified as podiceps through similarites to other podiceps, and also that it appears to articulate with the podiceps tarsometatarsus."
338,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,medium-large,,medium-large bird,#N/A,humerus,,?,0,1-Proximal epiphysis,,1,,,,,,,,,,,,,,,,,,,,,,,proximal head,fragment too small to identify,humerus//proximal head/fragment too small to identify
339,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,tibiotarsus,,L,0.9,6- whole lenght/size but still broken,,1,,,,,,,,,,,,,,,,,,,,,,,,broken into three peices,tibiotarsus///broken into three peices
340,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,Galliformes,Odontophoridae,,Quail,#N/A,femur,,L,0.9,6- whole lenght/size but still broken,,1,,,,,,,,,,,,,,,,,,,,,,,,"looks very similar to colinus virginianus, probably is this species","femur///looks very similar to colinus virginianus, probably is this species"
341,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,Rallidae,Rallidae,cf. Fulica americana,cf. Fulica americana,cf. Fulica americana,tarsometatarsus,,R,1,6- whole lenght/size but still broken,,1,,,,,,,,243-4,CHECK,,,,,,,,,,,,,,missing hypotarsal ridge,"looks the same as fulica, only a bit smaller. Length:51.7 , prox:8.7, dist:8.22. Distinct from the tibiotarsus identified as gallinule. This specimen is a little wider with the distal foramen slightly elongated. So likely a small fulica rather than gallinule. - ratio of mesurement is a bit different from fulica. Still really thick in comparison. Other rail?","tarsometatarsus//missing hypotarsal ridge/looks the same as fulica, only a bit smaller. Length:51.7 , prox:8.7, dist:8.22. Distinct from the tibiotarsus identified as gallinule. This specimen is a little wider with the distal foramen slightly elongated. So likely a small fulica rather than gallinule. - ratio of mesurement is a bit different from fulica. Still really thick in comparison. Other rail?"
342,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,humerus,,L,0.1,2-Distal epiphysis,,1,,,,,,,,245-6,,,,,,,,,,,,,,,2-Distal epiphysis,"straight cut or sawn edge, with multiple hortizontal cut marks on the posterior of the bone, very large specimen","humerus//2-Distal epiphysis/straight cut or sawn edge, with multiple hortizontal cut marks on the posterior of the bone, very large specimen"
343,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,large,,large bird,#N/A,other,Ossified tendon,,0,,,1,,,check age of this,,,,,,,,,,,,,,,,,,,,medial portion,size and shape of guajolote,other/Ossified tendon/medial portion/size and shape of guajolote
344,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,large,,large bird,#N/A,Ph1,Posterior,,1,7- whole and unbroken,,3,,,,,,,,,,,,,,,,,,,,,,,,"three whole phalanges, possibly from same foot/speciment. Similar long thin shape as in anatidae.","Ph1/Posterior//three whole phalanges, possibly from same foot/speciment. Similar long thin shape as in anatidae."
345,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,,,Bird,#N/A,Ph,Posterior,,0.5,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,"probably from same individual as her phalanges, most likely medial. ","Ph/Posterior/proximal/probably from same individual as her phalanges, most likely medial. "
346,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,,,Bird,#N/A,rib,,,0.3,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,,rib//proximal/
347,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,4,,,,,,,one heat exposed,,,,,,1,,,,,,,,,,shaft,one heat exposed,unknown//shaft/one heat exposed
348,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,cf. Meleagris gallopavo,,cf. Guajolote,cf. Meleagris gallopavo,Unknown,?humerus,L,0,,,1,,,,,,,,,,,,,,,,,,,,,,,deltoid crest?,most closely resembles a large deltoid crest of guajolote,Unknown/?humerus/deltoid crest?/most closely resembles a large deltoid crest of guajolote
349,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,rib,,,0.1,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,head,,rib//head/
350,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Thoracic,8,,0.2,,,1,1,,N,,,,,,,,,,,,,,,,,,,,dorsal spine,,Thoracic/8/dorsal spine/
351,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,3,,,,,,,,,,,,,,,,,,,,,,,,,///
352,2016,0.48,588,18,I20,,GMB,26_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,4,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
353,2016,0.48,588,18,I20,,GMB,26_VI_14,Bird,General,,,Bird,#N/A,sternum,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,two fragments of body or crest,sternum///two fragments of body or crest
354,2016,0.48,588,18,I20,,GMB,26_VI_14,Reptile,Testudine,Kinosternon,sp.,Mud turtle,#N/A,plastron,Scute,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,plastron/Scute//
355,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,radius,,L,0.2,4-Distal and shaft,,1,,,Y,,,,,188-91,Y,,,,,,,,,,,,,,4-Distal and shaft,"25*18mm distal articular surfce, very much a deer shape but small and fully fused. ","radius//4-Distal and shaft/25*18mm distal articular surfce, very much a deer shape but small and fully fused. "
356,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,Tth Up,M2,L,1,,,1,,,see notes,,,,,192,,,,,,,,,,,,,,,,"very worn, occlusal surface 9.89 * 11.21(buccal to lingual)","Tth Up/M2//very worn, occlusal surface 9.89 * 11.21(buccal to lingual)"
357,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,humerus,,R,0.2,5-Shaft only,,1,,,Y,,,,see notes,186-7,,,,,,,,,,,1,1,,,5-Shaft only,"distal shaft and most of medial epicondyle; white, possibly calcines but also appears weathered","humerus//5-Shaft only/distal shaft and most of medial epicondyle; white, possibly calcines but also appears weathered"
358,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Artiodactyla,cf. Mazama sp.,,cf. Brocket Deer,cf. Mazama sp.,scapula,,L,0.2,5-Shaft only,,1,,,N,,,,heat exposure,193-4,,,,,1,,,,,,,,,,caudal border,"heat exposure, young. If mazama, likely at least 2 specimens. Certainly smaller and slightly different shape to odocoileous. Pretty sure it is Mazama","scapula//caudal border/heat exposure, young. If mazama, likely at least 2 specimens. Certainly smaller and slightly different shape to odocoileous. Pretty sure it is Mazama"
359,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,humerus,,L,0.1,5-Shaft only,,1,,,,,,,"cut marks, weathering?",,,,,,,,,,1,,,,,,5-Shaft only,distal shaft at olecranon fossa; two small cut marks on the lateral aspect just superior of the lateral condyle. Also appears fairly weathered,humerus//5-Shaft only/distal shaft at olecranon fossa; two small cut marks on the lateral aspect just superior of the lateral condyle. Also appears fairly weathered
360,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Up,C,L,0.9,,,1,,,,,,,,,,C ( anch x a.p.) 5.09 x 7.82; well within realm of common dog.,,,,,,,,,,,,,missing tip,Missing top of crown,Tth Up/C/missing tip/Missing top of crown
361,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,cranial,Temporal,R,0.5,,,1,,,Y,,,,,,,,,,,,,,,,,,,,part of mandibular fossa and start of jugal,,cranial/Temporal/part of mandibular fossa and start of jugal/
362,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,rib,,,0,5-Shaft only,,2,,,,,,,,,,,,,,,,,,,,,,,shaft,one fragment has partial head,rib//shaft/one fragment has partial head
363,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,cranial,Maxilla,L+R,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,Caudal and medial with partial molar sockets ,two conjoining halfs,cranial/Maxilla/Caudal and medial with partial molar sockets /two conjoining halfs
364,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,General,medium,,medium mammal,#N/A,Vert ND,Epiphysis,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,possibly small thoraci,Vert ND/Epiphysis//possibly small thoraci
365,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,General,medium,,medium mammal,#N/A,rib,,,0,5-Shaft only,,2,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
366,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,General,,,mammal,#N/A,shaft,Worked bone,,0,,,1,,,,,,,"spatula, worked and polish",,,,,,,,,1,,,,,,,worked end,"small bone fragement worked into a flat and rounded end, like a spatula. For multiple functions. Polish visible","shaft/Worked bone/worked end/small bone fragement worked into a flat and rounded end, like a spatula. For multiple functions. Polish visible"
367,2016,0.5,543,18,L25,,AH,19_VI_14,Bird,Other bird,Columbidae,sp.,Pigeon,#N/A,tarsometatarsus,,L,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,,tarsometatarsus///
368,2016,0.5,543,18,L25,,AH,19_VI_14,Bird,General,extra large,,extra-large bird,#N/A,Vert ND,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,spinous process,similar to guajolote but cant be sure.,Vert ND//spinous process/similar to guajolote but cant be sure.
369,2016,0.5,543,18,L25,,AH,19_VI_14,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,shaft,,unknown//shaft/
370,2016,0.5,543,18,L25,,AH,19_VI_14,Fish,Marine fish,Lutjanus ,sp.,Snapper,#N/A,spine,Upper dorsal spine,,0.9,,,1,,,,,,,,195-6,,,,,,,,,,,,,,,,"fits with lower dorsal spine, base width 7.95, length 37.22","spine/Upper dorsal spine//fits with lower dorsal spine, base width 7.95, length 37.22"
371,2016,0.5,543,18,L25,,AH,19_VI_14,Fish,Marine fish,Lutjanus ,sp.,Snapper,#N/A,spine,Lower dorsal spine,,0.6,,,1,,,,,,,,195-6,,,,,,,,,,,,,,,Articulation,fits with upper dorsal spine,spine/Lower dorsal spine/Articulation/fits with upper dorsal spine
372,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,6,,,,,,,,,,,,,,,,,,,,,,,,,///
373,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,46,,,,,,,weathering and abrasion in many,,,,,,,,,,,,*,,,,,weathering and abrasion in many,unknown///weathering and abrasion in many
374,2016,0.5,543,18,L25,,AH,19_VI_14,Mammal,General,,,mammal,#N/A,shaft,Worked bone,,0,,,1,,,,,,,worked and polish,,,,,,,,,1,,,,,,,worked end,Bone fragment with partial spatula type modification at one end. Small amount of polish.,shaft/Worked bone/worked end/Bone fragment with partial spatula type modification at one end. Small amount of polish.
375,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Leporidae,Sylvilagus,sp.,Cottontail,#N/A,cranial,Occipital,L,0,,,1,,,,,,,,,,,,,,,,,,,,,,,occipital condyle and paraoccipital process,,cranial/Occipital/occipital condyle and paraoccipital process/
376,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Rodentia,Sciurus,aureogaster,Red-bellied squirrel,#N/A,humerus,,L,0.9,6- whole lenght/size but still broken,,1,,,Y,,,,,,,,,,,,,,,,,,,,,"two refitting parts, missing small piece of shaft.","humerus///two refitting parts, missing small piece of shaft."
377,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metacarpal,IV,R,0.6,4-Distal and shaft,,1,,,Y,,,,,,,6.01x6.24; not same animal as other Metacarpal 4 R,,,,,,,,,,,,,4-Distal and shaft,,metacarpal/IV/4-Distal and shaft/
378,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metatarsal,V,R,0.4,4-Distal and shaft,,1,,,Y,,,,,,,No heat exposure?; distal (wxh)5.96x6,,,,,,,,,,,,,4-Distal and shaft,,metatarsal/V/4-Distal and shaft/
379,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metatarsal,IV,L,0.7,4-Distal and shaft,,1,,,Y,,,,,,,5.9x6.7,,,,,,,,,,,,,4-Distal and shaft,two refitting parts,metatarsal/IV/4-Distal and shaft/two refitting parts
380,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,femur,,R,0.1,1-Proximal epiphysis,,1,,,,,,,heat exposure,,,,,,1,,,,,,,,,,head and neck,head width: 24.79,femur//head and neck/head width: 24.79
381,2016,0.67,587,18,M26,,AH,26_VI_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,coracoid,,L,0.9,6- whole lenght/size but still broken,,1,,,,,,,,,,,,,,,,,,,,,,,,,coracoid///
382,2016,0.67,587,18,M26,,AH,26_VI_14,Bird,General,small,,small bird,#N/A,tarsometatarsus,,R,0.8,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,"larger and different shape to passerine, smaller than quail, pigeon and sparrow hawk. ","tarsometatarsus//shaft/larger and different shape to passerine, smaller than quail, pigeon and sparrow hawk. "
383,2016,0.67,587,18,M26,,AH,26_VI_14,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,3,,,,,,,,,,,,,,,,,,,,,,,shaft,,unknown//shaft/
384,2016,0.67,587,18,M26,,AH,26_VI_14,Fish,Marine fish,Lutjanus ,sp.,Snapper,#N/A,cranial,Premaxilla,R,0.9,,,1,,,,,,,,175-6,,,,,,,,,,,,,,,missing medial process,some dentition remaining. Length appears mostly intact:30.55mm from base (not tooth) of medial premaxilla to the end of the secondary process at the medial end 12.82mm,cranial/Premaxilla/missing medial process/some dentition remaining. Length appears mostly intact:30.55mm from base (not tooth) of medial premaxilla to the end of the secondary process at the medial end 12.82mm
385,2016,0.67,587,18,M26,,AH,26_VI_14,Fish,Fish,,,ND fish,#N/A,cranial,Frags,,0,8- pieces grouped together ,,2,,,,,,,one heat exposed,,,,,,1,,,,,,,,,,,"two cranial fragments of flat bone, one appears heat exposed. ","cranial/Frags//two cranial fragments of flat bone, one appears heat exposed. "
386,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,15,,,,,,,"one heat exposed, 6 possibly heat exposed",,,,,,1,,,,,,,,,,,,unknown///
387,2016,0.67,587,18,M26,,AH,26_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
388,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,cranial,Sphenoid,,0.8,,,1,,,see notes,,,,,,,,,,,,,,,,,,,,Basiosphenoid,fused posteriorly but possibly not anteriorly,cranial/Sphenoid/Basiosphenoid/fused posteriorly but possibly not anteriorly
389,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Thoracic,,,0.3,,,1,,,,,,,,,,,,,,,,,,,,,,,spine,two refitting pieces of complete dorsal spineous process,Thoracic//spine/two refitting pieces of complete dorsal spineous process
390,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,shaft,,,0,,,1,,,,,,,polish,,,,,,,,,1,,,,,,,shaft,"Exterior surface highly polished, fragment of larger polished object. ","shaft//shaft/Exterior surface highly polished, fragment of larger polished object. "
391,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,0,5-Shaft only,,1,,,,,,,"needle, heat exposed, highly polished",,,,,,,,,1,,,,,,,shaft,"two refitting parts of needle, exposed to heat, missing tapered point and one end begins to taper flat. Highly polished","Tool/Needle/shaft/two refitting parts of needle, exposed to heat, missing tapered point and one end begins to taper flat. Highly polished"
392,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,///
393,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,6,,,,,,,1 heat exposed,,,,,,1,,,,,,,,,,,,unknown///
394,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,Thoracic,12,,0.9,,,1,,,see notes,,,,,,,,,,,,,,,,,,,,,"cranial fused, caudal unfused","Thoracic/12//cranial fused, caudal unfused"
395,2016,0.4,567,18,M26,,AH,23_VI_14,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,this bag only contained a single human tooth,///this bag only contained a single human tooth
396,2016,0.03,547,18,K24,,GMB,19_VI_14,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,Calcaneous,,L,0.6,,,1,,,N,,,,,,,,,,,,,,,,,,,,medial face,,Calcaneous//medial face/
397,2016,0.59,576,18,I20,EL.31,,,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,scapula,,L,0.6,4-Distal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,"complete head, neck and acromian process, complete caudal border, and .8 of cranial border as well as base of spine. .7 of distal border missing as well as most of supraspinous fossa.","Fauna found with Entierro. 6 refitting fragments, recent breaks. Head 36.5x25.27","scapula//complete head, neck and acromian process, complete caudal border, and .8 of cranial border as well as base of spine. .7 of distal border missing as well as most of supraspinous fossa./Fauna found with Entierro. 6 refitting fragments, recent breaks. Head 36.5x25.27"
398,2016,0.59,576,18,I20,EL.31,,,Mammal,General,medium,,medium mammal,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,Fauna found with Entierro ,rib//shaft/Fauna found with Entierro 
399,2016,0.59,576,18,I20,EL.31,,,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,antler,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,"Fauna found with Entierro, small fragment of antler, identified by the microscopic structure of the compact bone.  ","antler//shaft/Fauna found with Entierro, small fragment of antler, identified by the microscopic structure of the compact bone.  "
400,2016,0.59,576,18,I20,EL.31,,,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,humerus,,R,0.1,1-Proximal epiphysis,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,"Fauna found with Entierro, size is small","humerus//proximal/Fauna found with Entierro, size is small"
401,2016,0.23,513,18,K24,,DHS,16_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Pelvis Acetabulum,,R,0.5,,,1,,,Y,,,,heat exposure,,,,,,1,,,,,,,,,,"partial neck of illium, complete acetabulum and ischium, and neck of pubis where it attaches to acetabulum","three recently broken and refitting parts, no visible cut marks but hard to tell with all the crap stuck to this bone. Length of acetabulum:31.6; Male","Pelvis Acetabulum//partial neck of illium, complete acetabulum and ischium, and neck of pubis where it attaches to acetabulum/three recently broken and refitting parts, no visible cut marks but hard to tell with all the crap stuck to this bone. Length of acetabulum:31.6; Male"
402,2016,0.23,513,18,K24,,DHS,16_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
403,2016,0.13,546,18,K24,,GMB,19_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,R,0.5,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,Dorsal,,rib//Dorsal/
404,2016,0.13,546,18,K24,,GMB,19_VI_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,?,4-Distal and shaft,,1,,,,,,,,165,,,,,,,,,,,,,,,shaft and needle point,58.5mm long,Tool/Needle/shaft and needle point/58.5mm long
405,2016,0.13,546,18,K24,,GMB,19_VI_14,Mammal,General,small,,small mammal,#N/A,clavical,,,1,,,1,,,N,,,,,,,,,,,,,,,,,,,,,"not squirrel, couldnt compare with rabbit","clavical///not squirrel, couldnt compare with rabbit"
406,2016,0.13,546,18,K24,,GMB,19_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,6,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
407,2016,0.13,557,18,K23,EL.28,GMB,21_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,shaft,,,0,,,1,,,,,,,worked and burnt,,,,,1,,,,,,,,,,,shaft,"thick bone shaft worked into a dull point at one end (wide, unlike a needle) and partially burnt at the other end","shaft//shaft/thick bone shaft worked into a dull point at one end (wide, unlike a needle) and partially burnt at the other end"
408,2016,0.16,556,18,K25,,AH,21_VI_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,?,3-Proximal and shaft,,1,,,,,,,"needle, polished",162,,,,,,,,1,,,,,,,eye and shaft,"two fragments of a long needle, appears to be almost complete, polished. Slight curve towards end where point would be. Very narrow and delicate. Joined length 85.9mm","Tool/Needle/eye and shaft/two fragments of a long needle, appears to be almost complete, polished. Slight curve towards end where point would be. Very narrow and delicate. Joined length 85.9mm"
